"","RT_or_not","t_hash","t_mention","t_sentiment","V5","V6","V7","t_link"
"2360",1,3,1,2,0,0,1,2
"2361",0,4,0,2,1,1,1,1
"2362",0,6,0,1,2,1,1,1
"2363",0,4,0,3,0,2,1,1
"2364",0,3,0,2,0,0,1,2
"2365",0,3,0,2,0,0,2,2
"2366",0,3,0,2,0,0,2,2
"2367",0,3,0,2,0,0,2,2
"2368",0,3,0,2,0,0,2,2
"2369",0,3,0,2,0,0,2,2
"2370",0,3,0,2,0,0,1,2
"2371",0,3,0,3,0,0,2,2
"2372",0,4,0,2,1,2,1,1
"2373",0,3,0,2,0,0,1,2
"2374",0,4,1,3,0,0,2,2
"2375",0,3,0,2,0,0,2,2
"2376",0,3,0,2,0,0,0,2
"2377",0,4,0,2,1,1,1,1
"2378",0,3,0,2,0,0,2,2
"2379",0,3,0,3,0,0,1,2
"2380",0,3,0,2,0,0,1,2
"2381",0,3,0,3,0,0,1,2
"2382",0,3,0,2,0,0,1,2
"2383",0,3,0,2,0,0,0,2
"2384",0,3,0,2,0,1,0,2
"2385",0,3,0,3,0,0,2,2
"2386",0,3,0,2,0,0,3,2
"2387",0,3,0,2,0,0,1,2
"2388",0,3,0,2,0,0,1,2
"2389",0,10,0,1,0,0,0,1
"2390",1,3,1,2,0,0,2,2
"2391",0,3,0,2,0,0,1,1
"2392",0,2,0,3,1,0,3,1
"2393",0,2,0,3,0,0,1,1
"2394",0,4,0,3,0,0,2,1
"2395",0,2,0,3,1,0,2,1
"2396",0,2,0,3,1,0,2,1
"2397",0,2,0,3,1,0,2,1
"2398",1,1,1,2,0,0,1,1
"2399",0,3,0,3,0,0,3,1
"2400",0,2,0,3,0,0,3,1
"2401",0,2,0,3,0,0,1,1
"2402",0,4,0,2,1,1,1,1
"2403",0,3,0,3,1,0,4,1
"2404",0,6,0,2,1,1,1,1
"2405",0,11,0,2,0,0,1,1
"2406",0,4,0,1,0,0,0,1
"2407",1,3,2,3,0,0,1,1
"2408",0,2,0,1,0,0,1,1
"2409",0,4,0,2,1,1,1,1
"2410",1,3,1,2,0,0,1,2
"2411",0,3,0,2,0,0,3,1
"2412",0,4,0,1,1,1,2,1
"2413",0,6,0,3,2,1,1,1
"2414",0,14,0,3,0,0,0,1
"2415",0,4,0,3,1,1,1,1
"2416",0,4,0,2,0,0,2,1
"2417",1,2,2,2,0,0,1,0
"2418",0,4,0,1,0,1,1,1
"2419",0,5,0,2,1,0,2,1
"2420",0,4,0,2,0,2,1,1
"2421",0,1,0,2,0,0,1,1
"2422",1,3,2,3,0,0,1,1
"2423",1,2,1,2,0,0,0,1
"2424",0,2,1,3,0,0,0,1
"2425",1,3,2,3,0,0,1,1
"2426",0,4,0,1,0,1,0,1
"2427",0,4,0,3,0,0,1,1
"2428",0,4,0,3,1,1,0,1
"2429",0,4,0,2,1,0,0,1
"2430",0,4,0,2,2,0,0,1
"2431",0,4,0,2,0,0,0,1
"2432",0,4,0,2,0,1,0,1
"2433",0,4,0,2,0,0,0,1
"2434",0,3,0,2,0,0,1,1
"2435",0,4,0,2,1,0,1,1
"2436",0,4,0,3,0,0,0,1
"2437",0,4,0,1,0,0,0,1
"2438",0,4,0,2,0,0,0,1
"2439",0,4,0,2,0,0,0,1
"2440",0,4,0,3,0,0,0,1
"2441",0,4,0,2,1,0,0,1
"2442",0,4,0,2,0,0,0,1
"2443",0,3,0,2,0,0,1,1
"2444",0,6,0,2,3,1,1,1
"2445",0,1,0,3,0,0,1,2
"2446",0,4,0,1,1,1,1,1
"2447",0,1,0,2,0,0,1,1
"2448",0,9,0,2,0,0,2,1
"2449",0,1,0,3,0,0,0,2
"2450",0,3,0,2,0,0,1,1
"2451",0,4,0,2,0,1,1,1
"2452",0,3,0,3,0,0,3,1
"2453",0,2,0,3,0,0,2,2
"2454",0,4,0,2,0,0,0,0
"2455",1,1,1,2,0,0,1,0
"2456",0,4,0,3,0,0,0,1
"2457",0,7,0,2,0,0,1,1
"2458",0,3,1,1,0,0,0,1
"2459",0,4,0,2,1,1,1,1
"2460",0,6,0,2,2,1,1,1
"2461",0,5,0,2,0,0,4,2
"2462",0,4,0,2,1,1,1,1
"2463",0,4,0,2,0,1,1,1
"2464",0,2,0,2,0,0,1,2
"2465",0,5,0,2,0,0,0,1
"2466",0,1,1,2,0,0,0,1
"2467",0,3,0,2,0,1,2,1
"2468",0,4,0,2,0,1,1,1
"2469",0,1,0,3,0,0,0,0
"2470",0,2,0,2,0,0,2,2
"2471",0,1,0,2,0,0,0,1
"2472",0,1,0,2,0,0,2,2
"2473",1,3,2,3,0,0,1,1
"2474",1,2,1,2,1,0,3,2
"2475",0,1,0,2,0,0,3,1
"2476",0,4,0,2,0,1,1,1
"2477",0,6,0,3,2,1,1,1
"2478",0,4,0,3,0,1,1,1
"2479",0,7,0,2,0,0,2,1
"2480",0,3,0,3,0,0,0,2
"2481",0,4,0,2,1,1,1,1
"2482",0,3,0,3,0,0,0,1
"2483",0,2,0,2,0,0,0,1
"2484",0,3,0,2,0,0,1,2
"2485",1,2,2,1,0,0,0,0
"2486",0,3,0,3,0,0,3,2
"2487",0,2,0,3,0,0,1,1
"2488",0,2,0,2,0,0,1,1
"2489",0,2,0,3,0,0,0,0
"2490",0,4,0,2,1,1,1,1
"2491",0,2,0,2,0,0,2,1
"2492",0,2,0,2,0,0,2,1
"2493",0,6,0,3,2,1,1,1
"2494",0,4,0,2,0,0,1,1
"2495",0,3,0,3,0,0,1,1
"2496",0,1,0,2,0,0,0,2
"2497",0,4,0,2,0,1,1,1
"2498",0,4,0,2,0,1,1,1
"2499",1,1,1,3,0,0,1,2
"2500",0,3,0,2,0,0,2,1
"2501",0,3,0,2,0,1,1,1
"2502",0,3,0,3,0,0,1,0
"2503",1,2,1,2,0,0,4,1
"2504",0,2,0,2,1,0,0,0
"2505",0,4,1,2,0,0,1,1
"2506",0,2,1,3,0,0,2,1
"2507",0,5,0,3,0,0,0,1
"2508",0,6,0,2,0,0,1,2
"2509",0,4,0,2,1,1,2,1
"2510",0,6,0,2,2,1,1,1
"2511",0,5,0,2,0,0,2,1
"2512",0,4,0,1,2,1,1,1
"2513",0,2,0,3,0,0,1,1
"2514",0,3,0,2,0,1,2,1
"2515",0,3,0,3,0,0,3,1
"2516",0,3,0,2,0,1,2,1
"2517",0,3,0,2,0,0,2,1
"2518",0,3,0,2,0,1,1,1
"2519",0,3,0,3,0,0,2,1
"2520",0,3,0,2,0,1,1,1
"2521",0,3,0,2,0,0,1,1
"2522",0,2,0,1,1,0,0,1
"2523",0,4,0,1,0,1,1,1
"2524",0,4,0,1,0,1,1,1
"2525",1,3,1,2,2,0,2,1
"2526",0,1,0,2,0,0,4,1
"2527",0,3,0,2,0,1,1,1
"2528",0,5,2,1,1,0,1,1
"2529",0,2,0,2,0,0,0,1
"2530",0,1,0,2,0,0,1,2
"2531",0,1,0,2,1,0,0,1
"2532",0,4,0,2,0,0,1,2
"2533",0,1,0,2,0,0,0,0
"2534",0,1,0,2,0,0,1,2
"2535",0,1,0,2,0,0,1,1
"2536",1,4,1,2,0,0,1,2
"2537",0,4,0,2,0,1,2,1
"2538",0,6,0,2,2,2,1,1
"2539",0,1,0,2,0,0,1,2
"2540",0,4,0,2,2,1,1,1
"2541",0,2,0,2,0,0,1,2
"2542",0,4,0,2,1,1,2,1
"2543",0,1,0,2,0,0,1,2
"2544",0,2,0,2,0,0,1,1
"2545",0,6,0,2,0,0,0,1
"2546",0,1,0,2,0,0,1,2
"2547",0,6,0,2,0,0,0,0
"2548",0,3,0,2,0,0,4,2
"2549",0,1,0,2,0,0,1,2
"2550",0,4,0,2,0,0,2,1
"2551",0,1,0,2,0,0,1,1
"2552",0,1,0,2,0,0,1,2
"2553",0,4,0,2,1,1,1,1
"2554",0,6,0,2,2,1,1,1
"2555",0,4,0,2,1,1,1,1
"2556",1,5,1,2,0,0,0,2
"2557",0,1,0,2,0,0,1,0
"2558",0,1,0,2,0,0,1,2
"2559",0,4,0,2,0,0,1,2
"2560",0,2,0,3,0,0,2,2
"2561",0,4,0,3,0,1,1,1
"2562",0,2,0,3,0,0,0,2
"2563",0,4,0,2,0,0,0,1
"2564",1,4,1,2,2,1,1,1
"2565",1,3,2,3,0,0,1,1
"2566",0,1,0,2,0,0,1,2
"2567",0,3,0,2,0,0,0,2
"2568",0,8,0,1,0,0,0,1
"2569",0,1,0,2,0,0,1,2
"2570",0,2,0,2,0,0,4,1
"2571",0,1,0,2,0,0,1,2
"2572",0,1,1,2,0,1,1,0
"2573",0,1,0,1,0,0,0,0
"2574",0,6,0,2,2,1,2,1
"2575",0,1,0,2,0,0,1,2
"2576",0,3,1,3,0,0,0,1
"2577",0,4,0,2,1,2,1,1
"2578",0,6,2,2,0,0,0,0
"2579",1,5,1,2,0,0,0,2
"2580",0,1,0,2,0,0,1,2
"2581",0,1,0,2,0,0,1,1
"2582",0,4,0,2,1,1,2,1
"2583",0,7,0,3,0,0,1,0
"2584",0,1,0,2,0,0,1,2
"2585",0,3,0,3,0,0,0,1
"2586",0,1,0,2,0,0,2,2
"2587",0,1,0,2,0,0,1,2
"2588",0,3,0,2,0,0,0,2
"2589",0,4,0,3,0,0,0,1
"2590",1,5,1,2,0,0,0,2
"2591",0,3,0,2,0,1,1,1
"2592",0,3,0,3,0,0,2,1
"2593",0,3,0,2,0,1,1,1
"2594",0,3,0,2,0,0,1,1
"2595",1,3,2,2,0,0,2,0
"2596",0,1,0,2,0,0,2,1
"2597",0,1,0,2,0,0,1,2
"2598",0,4,0,2,0,1,1,1
"2599",0,6,0,2,2,1,2,1
"2600",0,4,0,2,0,1,1,1
"2601",0,1,0,1,0,0,0,1
"2602",0,9,1,2,1,0,2,0
"2603",0,1,0,1,0,0,2,1
"2604",0,1,0,2,0,0,1,2
"2605",0,1,0,3,0,0,1,1
"2606",0,4,0,1,1,1,1,1
"2607",0,2,0,2,0,0,1,2
"2608",0,1,0,2,0,0,1,1
"2609",0,1,0,2,0,0,0,2
"2610",0,4,1,2,0,0,1,0
"2611",0,4,0,2,0,1,1,1
"2612",0,2,0,2,0,0,0,0
"2613",0,1,0,2,0,0,1,2
"2614",0,1,0,2,0,0,1,2
"2615",0,2,0,2,0,0,0,1
"2616",0,7,0,3,0,0,0,1
"2617",0,7,0,1,0,0,0,1
"2618",0,1,0,2,0,0,1,2
"2619",0,4,0,2,0,1,1,1
"2620",0,6,0,2,1,1,1,1
"2621",0,4,0,1,1,1,1,1
"2622",0,1,0,2,0,0,1,2
"2623",0,3,0,2,0,0,2,2
"2624",0,3,0,1,0,0,0,2
"2625",0,3,0,2,0,1,0,2
"2626",0,3,0,2,0,0,1,2
"2627",0,3,0,2,0,0,0,2
"2628",1,4,1,2,1,1,1,1
"2629",0,3,0,2,0,0,2,2
"2630",0,3,0,2,0,0,2,2
"2631",0,4,0,2,0,1,1,1
"2632",0,1,0,2,0,0,1,2
"2633",0,1,0,2,0,0,1,2
"2634",0,1,0,2,0,0,1,2
"2635",0,6,0,3,0,0,1,0
"2636",0,5,0,2,0,0,0,2
"2637",0,3,0,2,0,0,1,2
"2638",0,1,0,2,0,0,1,2
"2639",0,4,0,2,0,0,1,1
"2640",0,2,0,1,0,0,1,1
"2641",0,2,0,1,0,0,1,1
"2642",0,4,0,2,1,1,2,1
"2643",0,4,0,2,0,1,1,1
"2644",0,3,0,2,0,0,0,2
"2645",0,3,0,2,1,0,0,2
"2646",0,3,0,3,0,0,3,2
"2647",0,3,0,2,0,0,2,2
"2648",0,2,0,3,0,0,0,1
"2649",0,3,0,3,0,0,2,2
"2650",0,3,0,2,0,0,1,2
"2651",0,2,0,2,0,0,0,1
"2652",0,1,0,2,0,0,1,2
"2653",0,2,0,2,0,0,1,1
"2654",0,4,0,2,1,1,1,1
"2655",0,3,0,2,0,1,1,1
"2656",0,4,0,2,0,0,0,1
"2657",0,3,0,3,0,0,2,1
"2658",0,3,0,2,0,1,0,1
"2659",0,3,0,2,0,0,1,1
"2660",0,2,0,1,0,0,0,1
"2661",0,3,0,2,0,0,2,1
"2662",0,1,0,2,0,0,1,2
"2663",0,3,0,3,1,0,1,0
"2664",0,3,0,2,0,0,1,2
"2665",0,3,0,3,0,0,1,2
"2666",0,3,0,2,0,0,1,2
"2667",0,3,0,1,1,0,1,2
"2668",0,3,0,3,0,0,2,1
"2669",0,2,0,3,0,0,0,1
"2670",0,3,0,2,0,0,1,2
"2671",0,3,0,2,0,0,1,3
"2672",0,3,0,2,0,0,1,2
"2673",0,3,0,2,0,0,1,2
"2674",0,1,0,2,0,0,1,2
"2675",0,4,0,2,0,0,1,1
"2676",0,1,0,2,0,0,1,2
"2677",1,4,1,1,0,0,0,1
"2678",0,1,0,2,0,0,2,1
"2679",0,4,0,2,1,1,1,1
"2680",0,4,0,2,2,1,1,1
"2681",0,1,0,2,0,0,1,2
"2682",0,3,0,2,0,0,1,1
"2683",0,4,0,2,0,1,1,1
"2684",0,3,0,3,0,0,1,1
"2685",0,1,0,2,0,0,1,2
"2686",0,2,0,1,0,0,0,1
"2687",0,1,0,2,0,0,1,2
"2688",0,3,0,3,0,0,0,1
"2689",0,2,0,2,0,0,0,1
"2690",1,3,4,2,0,0,2,1
"2691",0,1,0,2,0,1,3,0
"2692",0,1,0,2,0,0,1,2
"2693",0,4,0,3,1,0,2,0
"2694",0,2,0,3,0,0,0,1
"2695",0,3,1,2,0,0,1,0
"2696",0,1,0,2,0,0,1,2
"2697",0,4,0,2,1,2,1,1
"2698",0,1,0,2,0,0,1,2
"2699",0,4,0,3,0,1,2,1
"2700",0,4,0,2,0,1,1,1
"2701",0,1,0,2,0,0,1,2
"2702",0,4,1,0,0,1,0,0
"2703",0,1,0,2,0,0,1,2
"2704",0,8,1,2,1,0,0,1
"2705",0,3,0,3,0,0,0,2
"2706",0,3,0,2,0,0,0,2
"2707",0,3,0,2,0,0,1,2
"2708",0,3,0,2,0,0,1,2
"2709",0,3,0,3,0,0,2,2
"2710",0,3,0,3,0,0,1,2
"2711",0,3,0,3,0,0,1,2
"2712",0,3,0,2,0,0,1,2
"2713",0,1,0,2,0,0,1,2
"2714",1,2,1,2,1,0,3,2
"2715",0,8,1,2,1,0,0,1
"2716",0,4,0,2,1,1,1,1
"2717",0,1,0,2,0,0,1,2
"2718",0,6,0,2,3,1,1,1
"2719",0,3,0,3,0,0,1,2
"2720",0,3,0,2,0,0,1,2
"2721",0,4,0,2,0,1,1,1
"2722",0,3,0,3,0,0,1,2
"2723",0,3,0,2,0,0,2,2
"2724",0,3,0,2,0,0,1,2
"2725",0,3,0,2,0,0,1,2
"2726",0,3,0,3,0,0,1,2
"2727",0,3,0,2,0,1,0,2
"2728",1,1,1,2,0,0,1,2
"2729",0,1,0,2,0,0,1,2
"2730",0,5,1,2,0,0,0,1
"2731",0,3,0,2,0,0,1,2
"2732",0,3,0,2,0,0,3,2
"2733",0,3,0,3,0,0,2,2
"2734",0,3,0,2,0,0,3,2
"2735",0,3,0,3,0,0,0,2
"2736",0,1,0,2,0,0,1,2
"2737",0,1,0,2,0,0,0,1
"2738",0,3,0,2,0,1,1,1
"2739",0,3,0,1,0,0,0,2
"2740",0,2,0,3,0,0,3,2
"2741",0,4,0,1,0,0,3,1
"2742",1,1,1,2,0,0,1,0
"2743",0,4,0,3,0,0,4,1
"2744",0,2,0,2,0,0,2,1
"2745",0,1,0,2,0,0,1,2
"2746",0,2,0,2,0,0,0,1
"2747",0,3,0,2,0,0,1,2
"2748",0,3,0,3,0,1,0,2
"2749",0,3,0,2,0,0,2,2
"2750",0,3,0,2,0,0,1,2
"2751",0,3,0,3,0,0,2,2
"2752",0,3,0,1,0,0,0,2
"2753",0,2,0,2,0,0,0,1
"2754",0,2,0,1,0,0,0,1
"2755",0,2,0,1,0,0,0,1
"2756",0,2,0,3,0,0,0,1
"2757",0,3,0,1,0,0,0,2
"2758",0,3,0,3,0,0,1,2
"2759",0,3,0,2,0,0,2,2
"2760",0,2,0,2,1,0,1,2
"2761",0,3,0,2,0,0,2,2
"2762",0,3,0,3,0,0,2,2
"2763",0,1,0,2,0,0,1,2
"2764",0,3,0,2,0,0,1,2
"2765",0,9,0,2,0,0,0,1
"2766",0,4,0,2,1,1,1,1
"2767",0,6,0,2,3,1,1,1
"2768",0,4,0,3,2,1,1,1
"2769",0,4,0,1,0,0,0,1
"2770",0,1,0,2,0,0,1,2
"2771",0,4,0,2,1,1,1,1
"2772",0,3,0,3,0,0,1,2
"2773",0,4,0,3,0,0,2,0
"2774",0,1,0,2,0,0,1,2
"2775",0,5,0,1,0,0,0,0
"2776",0,1,0,2,0,0,1,2
"2777",0,2,0,0,0,0,0,0
"2778",0,1,0,2,0,1,3,0
"2779",0,14,0,3,0,0,0,1
"2780",0,4,0,3,0,0,2,1
"2781",0,4,0,2,0,0,1,1
"2782",0,2,1,3,0,0,1,1
"2783",0,1,0,2,0,0,1,2
"2784",1,4,2,2,0,0,2,1
"2785",1,4,2,3,0,0,0,1
"2786",0,4,0,2,1,1,1,1
"2787",0,3,1,3,0,0,1,1
"2788",0,6,0,3,1,1,1,1
"2789",0,4,0,2,2,1,1,1
"2790",0,1,0,2,0,0,1,2
"2791",0,3,0,2,0,0,0,2
"2792",0,4,0,2,1,1,1,1
"2793",0,4,0,2,0,1,1,1
"2794",0,1,0,2,0,0,1,2
"2795",1,5,1,2,0,0,0,1
"2796",1,1,1,2,0,0,1,0
"2797",0,2,0,2,0,0,2,2
"2798",0,3,0,1,1,0,1,1
"2799",1,6,1,2,1,0,0,2
"2800",0,1,0,2,0,0,1,2
"2801",0,3,0,2,0,0,0,2
"2802",0,3,0,3,0,0,1,2
"2803",0,5,0,2,0,0,3,2
"2804",0,3,0,2,0,0,2,2
"2805",0,3,0,2,0,0,0,2
"2806",0,1,0,1,0,0,0,0
"2807",0,3,0,2,0,0,1,2
"2808",0,3,0,2,0,0,2,2
"2809",0,1,0,2,1,0,0,1
"2810",0,3,0,2,0,0,2,2
"2811",0,3,0,2,0,0,0,2
"2812",0,3,0,2,0,0,3,2
"2813",0,3,0,2,0,0,0,2
"2814",0,1,0,2,0,0,1,0
"2815",0,3,0,2,0,0,1,2
"2816",0,4,0,2,1,2,1,1
"2817",1,4,2,2,0,0,2,1
"2818",0,6,0,3,2,1,1,1
"2819",0,4,0,2,1,1,2,1
"2820",0,3,0,2,0,0,1,1
"2821",0,2,0,2,1,0,1,1
"2822",0,4,0,2,1,1,1,1
"2823",0,1,0,2,0,0,2,2
"2824",1,3,1,2,0,0,1,1
"2825",0,2,0,2,2,0,3,1
"2826",0,2,0,2,1,0,0,1
"2827",0,3,0,2,0,0,0,2
"2828",0,4,0,2,1,0,3,1
"2829",0,3,0,2,0,0,1,2
"2830",1,3,2,2,0,0,2,1
"2831",1,4,2,2,0,0,2,1
"2832",0,4,0,3,1,2,2,1
"2833",0,6,0,2,2,2,2,1
"2834",0,2,0,2,1,0,2,1
"2835",0,2,0,2,1,0,0,1
"2836",0,4,0,2,2,1,1,1
"2837",0,3,0,2,2,0,3,1
"2838",0,4,0,2,1,1,1,1
"2839",0,3,0,2,0,0,0,2
"2840",0,3,0,2,0,1,1,2
"2841",0,3,0,2,0,0,0,2
"2842",0,3,0,3,0,0,0,2
"2843",0,3,0,3,0,0,1,2
"2844",0,3,0,3,0,0,1,2
"2845",0,3,0,2,1,0,1,2
"2846",0,3,0,3,0,0,2,2
"2847",0,3,0,3,1,0,0,2
"2848",0,3,0,3,0,0,0,2
"2849",0,3,0,2,0,0,2,2
"2850",0,3,0,3,0,0,1,2
"2851",0,3,0,1,0,0,0,2
"2852",0,3,0,2,0,0,2,2
"2853",0,3,0,2,0,2,0,2
"2854",0,3,0,2,0,0,0,2
"2855",0,2,2,3,0,0,1,0
"2856",0,1,0,2,0,0,3,1
"2857",0,3,0,2,0,1,0,2
"2858",0,3,0,2,0,0,3,2
"2859",0,1,0,1,1,0,2,1
"2860",0,1,0,1,0,0,3,1
"2861",0,3,0,2,0,0,3,2
"2862",0,3,0,2,0,0,1,2
"2863",0,4,1,3,0,0,0,1
"2864",0,4,0,2,1,1,1,1
"2865",0,6,0,3,2,1,1,1
"2866",0,4,0,2,0,1,1,1
"2867",1,3,1,2,1,0,2,0
"2868",0,2,0,2,0,0,2,2
"2869",0,4,0,2,1,1,1,1
"2870",0,7,0,3,0,1,1,1
"2871",0,7,0,3,0,1,1,1
"2872",0,3,0,2,0,0,0,2
"2873",0,7,0,2,0,0,1,1
"2874",0,7,0,2,0,0,0,2
"2875",0,7,0,2,0,0,0,2
"2876",0,8,0,3,0,0,0,1
"2877",0,1,0,1,0,0,2,1
"2878",0,3,0,3,0,0,1,2
"2879",0,3,0,2,0,0,2,2
"2880",0,3,0,2,0,0,0,2
"2881",0,3,0,2,0,1,0,2
"2882",0,3,0,2,0,0,1,2
"2883",0,3,0,2,0,0,2,2
"2884",0,3,0,2,0,0,3,2
"2885",0,8,0,2,1,0,0,1
"2886",0,6,0,2,1,1,1,1
"2887",0,2,0,2,0,0,0,0
"2888",0,4,0,3,2,1,1,1
"2889",0,5,0,3,0,0,0,1
"2890",0,7,0,2,0,0,2,1
"2891",0,4,0,2,0,1,1,1
"2892",0,4,0,2,0,1,1,1
"2893",0,2,0,1,0,0,2,1
"2894",0,7,0,2,0,0,0,1
"2895",0,3,0,3,0,0,2,2
"2896",0,2,0,3,0,0,1,1
"2897",0,4,0,1,1,1,1,1
"2898",0,6,0,2,2,1,1,1
"2899",0,4,0,2,0,1,1,1
"2900",0,4,0,2,1,1,1,1
"2901",0,2,0,1,0,0,2,2
"2902",1,3,1,3,1,0,1,2
"2903",0,3,0,3,0,0,1,2
"2904",0,3,0,2,0,0,1,2
"2905",0,10,0,2,0,0,1,1
"2906",0,2,0,3,0,0,0,0
"2907",0,4,0,3,0,0,0,1
"2908",0,4,0,2,0,0,0,0
"2909",0,3,0,2,0,0,1,2
"2910",0,3,0,2,0,0,1,2
"2911",0,4,0,2,1,1,2,1
"2912",0,6,0,2,2,1,2,1
"2913",0,3,0,3,0,0,0,2
"2914",0,2,0,3,0,0,0,0
"2915",0,4,0,2,0,1,2,1
"2916",0,4,0,3,0,0,1,1
"2917",0,4,0,2,0,1,1,1
"2918",0,4,0,2,1,1,1,1
"2919",1,5,2,1,0,1,1,1
"2920",0,2,0,2,0,0,0,1
"2921",0,4,0,3,0,0,0,1
"2922",0,4,0,3,0,0,0,1
"2923",0,4,0,2,0,1,0,1
"2924",0,4,0,1,0,0,0,1
"2925",0,4,0,2,0,0,0,1
"2926",0,4,0,2,0,0,0,1
"2927",0,4,0,2,1,0,0,1
"2928",1,8,1,3,1,0,4,1
"2929",0,1,0,2,0,0,0,1
"2930",0,6,0,2,1,1,1,1
"2931",0,4,0,2,1,2,1,1
"2932",0,4,0,1,1,1,1,1
"2933",0,2,0,2,0,0,1,1
"2934",0,4,0,2,1,1,1,1
"2935",0,4,0,2,0,1,3,1
"2936",0,1,0,1,0,0,1,0
"2937",1,3,1,2,0,0,1,2
"2938",0,4,1,3,0,0,1,1
"2939",0,1,0,2,0,0,0,1
"2940",0,2,0,3,0,0,1,2
"2941",0,2,0,2,0,0,1,1
"2942",0,2,0,3,0,0,1,1
"2943",1,6,2,3,0,0,0,1
"2944",0,2,0,3,0,0,1,1
"2945",0,1,0,0,0,0,0,0
"2946",0,2,0,1,0,0,0,1
"2947",1,4,1,3,0,0,2,2
"2948",0,6,0,2,2,1,2,1
"2949",0,4,0,1,1,1,1,1
"2950",0,4,0,2,0,1,1,1
"2951",0,5,3,3,1,0,0,0
"2952",0,4,0,2,0,1,1,1
"2953",0,4,0,3,0,1,1,1
"2954",1,5,1,2,0,0,0,1
"2955",0,1,0,2,0,0,0,1
"2956",0,4,2,3,1,1,4,1
"2957",0,6,0,2,1,1,1,1
"2958",0,4,0,2,0,1,1,1
"2959",0,1,0,2,0,0,2,2
"2960",0,4,0,3,1,1,1,1
"2961",0,4,0,2,0,1,1,1
"2962",0,2,0,2,0,0,1,1
"2963",0,4,0,2,1,1,1,1
"2964",0,2,0,2,0,0,2,2
"2965",0,6,0,2,0,0,1,1
"2966",0,2,1,2,0,0,0,1
"2967",0,2,1,2,0,0,0,1
"2968",0,2,1,2,0,0,0,1
"2969",0,2,0,2,0,0,1,1
"2970",0,2,0,2,0,0,2,1
"2971",0,3,0,3,0,0,2,1
"2972",1,3,1,3,0,0,0,0
"2973",0,6,0,2,2,1,1,1
"2974",0,4,0,2,1,1,2,1
"2975",0,4,0,2,1,1,1,1
"2976",0,4,0,1,0,1,2,1
"2977",0,6,0,2,0,0,0,2
"2978",0,2,0,3,0,0,0,1
"2979",0,6,0,2,2,1,1,1
"2980",0,4,0,3,1,1,1,1
"2981",0,4,0,2,1,1,1,1
"2982",0,4,0,2,0,2,2,1
"2983",0,1,0,2,0,0,0,1
"2984",0,4,0,2,1,1,1,1
"2985",1,1,1,3,0,0,1,1
"2986",0,1,0,2,0,0,1,2
"2987",0,3,0,3,0,0,1,1
"2988",0,3,0,3,0,0,1,1
"2989",0,3,0,3,0,0,0,1
"2990",0,2,0,3,0,0,1,1
"2991",0,6,0,2,3,1,1,1
"2992",0,4,0,2,1,1,1,1
"2993",0,4,0,2,1,1,1,1
"2994",0,1,0,3,0,0,2,1
"2995",0,5,0,2,0,0,0,2
"2996",0,4,0,1,0,1,2,1
"2997",0,4,0,3,0,1,1,1
"2998",0,1,0,1,1,1,0,1
"2999",0,7,0,3,0,0,0,1
"3000",0,1,0,3,0,0,0,1
"3001",0,4,1,2,0,0,2,1
"3002",0,3,0,3,0,0,2,1
"3003",1,3,1,2,1,0,1,1
"3004",0,3,0,2,0,0,2,1
"3005",0,3,0,2,0,0,3,1
"3006",1,7,1,2,0,0,3,1
"3007",0,6,0,1,1,1,1,1
"3008",1,5,1,3,0,0,1,1
"3009",0,4,0,2,1,1,1,1
"3010",1,5,1,2,0,0,0,1
"3011",0,4,0,2,2,1,1,1
"3012",1,5,1,3,0,0,1,1
"3013",0,4,0,2,1,1,1,1
"3014",1,6,1,2,1,0,0,2
"3015",0,4,0,1,1,1,1,1
"3016",0,1,0,3,0,0,2,1
"3017",0,3,0,3,0,0,1,2
"3018",0,5,0,3,0,0,0,1
"3019",1,5,1,3,0,0,1,2
"3020",0,1,0,3,0,0,0,1
"3021",0,6,0,2,0,0,0,1
"3022",0,6,0,2,0,0,0,1
"3023",0,6,0,2,0,0,0,1
"3024",0,6,0,2,0,0,0,1
"3025",0,2,0,2,0,1,3,2
"3026",0,5,0,3,0,0,1,1
"3027",0,2,0,2,1,0,2,1
"3028",0,4,0,2,0,0,2,1
"3029",0,4,0,2,0,0,4,1
"3030",0,6,0,3,1,1,1,1
"3031",0,4,0,2,1,1,1,1
"3032",0,1,0,2,0,0,0,2
"3033",0,1,0,2,0,0,2,2
"3034",0,4,0,1,1,1,1,1
"3035",0,1,0,2,1,0,0,1
"3036",0,4,0,3,1,1,1,1
"3037",0,7,0,2,0,0,1,2
"3038",0,4,0,1,0,1,1,1
"3039",0,2,0,2,0,0,0,1
"3040",0,2,0,2,0,0,2,1
"3041",0,2,0,2,0,0,0,1
"3042",0,7,0,2,0,0,1,1
"3043",1,5,1,1,0,0,1,2
"3044",0,4,1,2,0,0,2,1
"3045",0,6,0,2,3,1,1,1
"3046",0,4,0,2,1,1,3,1
"3047",0,4,0,2,1,1,1,1
"3048",0,4,0,3,0,0,1,1
"3049",0,4,0,1,1,1,1,1
"3050",0,4,0,2,1,1,1,1
"3051",0,1,0,3,0,0,0,1
"3052",0,3,0,3,0,0,2,2
"3053",0,7,1,3,0,0,1,1
"3054",0,3,0,2,0,0,0,1
"3055",0,3,0,2,0,0,2,0
"3056",0,2,0,2,1,0,2,2
"3057",0,5,0,3,0,0,1,1
